title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categoryName,url
Mode Plastic Surgery,5,51,Suite 13/924 Pacific Hwy,Gordon,New South Wales,AU,http://www.modeplasticsurgery.com.au/,+61 1300 809 000,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Mode%20Plastic%20Surgery&query_place_id=ChIJVVWVR4eoEmsRKymakKj24Xk
Dr Philip Le Page - Surgeon,5,7,"Hospital Medical Centre, Suite 601, level 6/2a Hospital Rd",Concord,New South Wales,AU,https://drlepage.com.au/,+61 2 9126 8963,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Philip%20Le%20Page%20-%20Surgeon&query_place_id=ChIJcyYyFj6lEmsRD1iQ36AgGxw
Dr Philip Le Page - Surgeon,5,8,"Tulloch, Inside Sydney Advetist Hospital, Suite 201/185 Fox Valley Rd",Wahroonga,NSW,AU,http://www.drlepage.com.au/,+61 2 9126 8963,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Philip%20Le%20Page%20-%20Surgeon&query_place_id=ChIJtUXb5KunEmsRWZMDAavusuA
Dr Richardson Arthur,5,2,185 Fox Valley Rd,Wahroonga,New South Wales,AU,http://www.arthurrichardson.com.au/,+61 2 9687 0097,General practitioner,https://www.google.com/maps/search/?api=1&query=Dr%20Richardson%20Arthur&query_place_id=ChIJvUaZ46unEmsRynJv7tGqbTA
Dr Christos Apostolou Suite 16 Level 7 Northern Beaches Hospital,,0,105 Frenchs Forest Rd W,Frenchs Forest,New South Wales,AU,https://www.gastrosurgery.com.au/,+61 2 9480 4250,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Christos%20Apostolou%20Suite%2016%20Level%207%20Northern%20Beaches%20Hospital&query_place_id=ChIJde-yglypEmsR4GwSphfeQao
Keyhole Surgery Centre,3.6,8,Level 8/187 Macquarie St,Sydney,New South Wales,AU,http://www.keyholesurgerycentre.com.au/,+61 2 9221 3919,Surgical center,https://www.google.com/maps/search/?api=1&query=Keyhole%20Surgery%20Centre&query_place_id=ChIJVdTm9WquEmsRWru_t7R_cSg
Sydney Weight loss and Reflux Clinic,,0,Suite 213/185 Fox Valley Rd,Wahroonga,New South Wales,AU,https://www.sydwls.com.au/,+61 2 8613 5106,Surgical center,https://www.google.com/maps/search/?api=1&query=Sydney%20Weight%20loss%20and%20Reflux%20Clinic&query_place_id=ChIJ4RjpZrqnEmsRBDiTAyyycSc
Dr André Safvat - Specialist Plastic Surgeon at Ethique Plastic Surgery Miranda,4.5,22,Suite 205A/531-533 Kingsway,Miranda,New South Wales,AU,https://ethiqueplasticsurgery.com.au/,+61 2 8544 3270,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Andr%C3%A9%20Safvat%20-%20Specialist%20Plastic%20Surgeon%20at%20Ethique%20Plastic%20Surgery%20Miranda&query_place_id=ChIJmeGWXC6lEmsRTqr_sdl3XI8
Dr Jason Maani Bariatric Surgery,5,6,267 George St,Windsor,New South Wales,AU,https://www.drjasonmaani.com.au/?gad_source=1&gclid=CjwKCAjw59q2BhBOEiwAKc0ijaNcjUaYZo-GGjhRQRfwWIgZ6psqYoR9aQAh0X347zriARwWBl-BBRoCnCUQAvD_BwE,+61 1300 849 118,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Jason%20Maani%20Bariatric%20Surgery&query_place_id=ChIJm3N1J_JjDWsRrX4dnJ7_7vE
Dr David Links,5,3,"Prince of Wales Private Hospital, Suite 19, Level 7 Barker St",Randwick,New South Wales,AU,http://www.drdavidlinks.com/,+61 2 8860 0841,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20David%20Links&query_place_id=ChIJg5ENau-zEmsRhVo6jfuRx4A
Keyhole Surgery Centre,,0,35 Fourth Ave,Eastwood,New South Wales,AU,http://www.keyholesurgerycentre.com.au/,+61 2 9874 9737,Medical Center,https://www.google.com/maps/search/?api=1&query=Keyhole%20Surgery%20Centre&query_place_id=ChIJ4a6RRzakEmsR3JZPHTIYYWI
"Northern Beaches Cosmetic Surgery, Sydney",4.7,131,27/14-16 Narabang Way,Belrose,New South Wales,AU,http://www.northernbeachescosmetic.com.au/?utm_source=GMB&utm_medium=GMB&utm_campaign=GMB&utm_id=GMB,+61 2 9986 2552,Plastic surgery clinic,https://www.google.com/maps/search/?api=1&query=Northern%20Beaches%20Cosmetic%20Surgery%2C%20Sydney&query_place_id=ChIJ3_jYpGpWDWsRRzaI3zOpnPw
Dr. Oliver Florica and Dr Rebecca Keeley,5,6,"SAN Clinic Parkway, Suite G12/172 Fox Valley Rd",Wahroonga,New South Wales,AU,http://www.sydneygastricbanding.com.au/,+61 2 9980 6865,Hospital,https://www.google.com/maps/search/?api=1&query=Dr.%20Oliver%20Florica%20and%20Dr%20Rebecca%20Keeley&query_place_id=ChIJ1UBgtJSnEmsRIefmTGcl9Fs
Dr Mark Boccola,5,2,"Norwest Private Hospital, 11 Norbrik Dr",Bella Vista,New South Wales,AU,,+61 2 8711 0134,Gastroenterologist,https://www.google.com/maps/search/?api=1&query=Dr%20Mark%20Boccola&query_place_id=ChIJpeSShACiEmsRleG9zjEduR0
Hills Weight Loss and Reflux Clinic,1.5,2,"The Atlas Norwest, Suite 508, Level 5, 203/8 Brookhollow Ave",Baulkham Hills,NSW,AU,https://hillsinnerhealth.com.au/,+61 456 081 547,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Hills%20Weight%20Loss%20and%20Reflux%20Clinic&query_place_id=ChIJ8UnN4XahEmsRrk1y7ZuAWgA
My Klinik Castle Hill,4.6,21,"Barwell Centre, Suite 25/7-9 Barwell Ave",Castle Hill,New South Wales,AU,https://drjakelim.com.au/,+61 1300 050 544,Plastic surgery clinic,https://www.google.com/maps/search/?api=1&query=My%20Klinik%20Castle%20Hill&query_place_id=ChIJDeG00XShEmsRYjtUExw_Re0
Dr. Qiuye Cheng,5,28,Suite 18 Level 5/1 South St,Kogarah,New South Wales,AU,https://drqiuyecheng.com.au/,+61 2 9587 8813,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Dr.%20Qiuye%20Cheng&query_place_id=ChIJ1a6wpae5EmsRcg-s2GS0dbY
Dr Philip Le Page - Surgeon,5,26,"Building 7, level 2, Suite 24/49 Frenchs Forest Rd E",Frenchs Forest,NSW,AU,http://www.drlepage.com.au/,+61 2 9126 8963,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Philip%20Le%20Page%20-%20Surgeon&query_place_id=ChIJe4UtZG2pEmsRvTHpfaaVTsU
Sydney Weight Loss & Reflux Clinic,,0,"Suite 112, Level 1/10 Norbrik Dr",Bella Vista,New South Wales,AU,https://www.sydwls.com.au/,+61 2 8613 5106,Weight loss service,https://www.google.com/maps/search/?api=1&query=Sydney%20Weight%20Loss%20%26%20Reflux%20Clinic&query_place_id=ChIJg88yykCZEmsRppMjiNNWRmc
CompleteHealth Australia,3.7,42,2/2-4 Aberdour Ave,Rouse Hill,New South Wales,AU,http://www.completehealthaustralia.com.au/,+61 2 8530 1800,Specialized clinic,https://www.google.com/maps/search/?api=1&query=CompleteHealth%20Australia&query_place_id=ChIJ-cS2tuWhEmsRsanCwLNU1CY
Dr Michael Devadas,4.6,19,"Norwest Hospital, Green Lift, Suite c202/9 Norbrik Dr",Baulkham Hills,NSW,AU,http://drmichaeldevadas.com/,+61 1300 936 875,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Michael%20Devadas&query_place_id=ChIJ0cW2tuWhEmsR3QM1FLeRx7k
Dr Faizur Reza,5,70,306/10 Norbrik Dr,Bella Vista,New South Wales,AU,https://yhmo.xyz/business/dr-faizur-reza-b0bqgj,+61 1300 181 010,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Faizur%20Reza&query_place_id=ChIJedtdzhmZEmsR2j889dQuLMg
Norwest Surgical Services,5,1,9 Norbrik Dr,Bella Vista,New South Wales,AU,http://norwestsurgery.com/,+61 2 8824 3300,Surgeon,https://www.google.com/maps/search/?api=1&query=Norwest%20Surgical%20Services&query_place_id=ChIJUWQR20WjEmsRq8gtjS97kKo
Dr Rohit Kumar - Plastic Surgeon Penrith,4.2,13,"Somerset Specialist Centre, Suite 2.03, Level 2/38 Somerset St",Kingswood,New South Wales,AU,https://www.drkumar.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb-penrith,+61 1300 267 726,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Rohit%20Kumar%20-%20Plastic%20Surgeon%20Penrith&query_place_id=ChIJfWxBQvSFEmsRSqBCUZ3KD8Y
Breast & Body Clinic - Dr Michael Yunaev - Bella Vista,5,3,"Medical Centre, Norwest Private Hospital/9 Norbrik Dr",Bella Vista,New South Wales,AU,https://www.bbclinic.com.au/,+61 2 9819 7449,Surgeon,https://www.google.com/maps/search/?api=1&query=Breast%20%26%20Body%20Clinic%20-%20Dr%20Michael%20Yunaev%20-%20Bella%20Vista&query_place_id=ChIJ1cWu9WejEmsRkce5pc7-1JU
Dr Clare Bouffler,5,2,14/1A Barber Ave,Kingswood,New South Wales,AU,https://www.drclarebouffler.com.au/,+61 2 8824 3300,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Clare%20Bouffler&query_place_id=ChIJC-78w-mFEmsRkPyQgSiav04
Dr Eddy Dona,4.8,291,Suite 413/29-31 Lexington Dr,Bella Vista,New South Wales,AU,http://www.drdonaplasticsurgery.com.au/,+61 1300 373 662,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Eddy%20Dona&query_place_id=ChIJDWY8F1GfEmsRQNDQ1LqteVk
Dr Nicholas Cocco - Bella Vista,,0,"Sydney Bariatric Clinic, Lakeview Private Hospital, Suite 6 Level 1/17-19 Solent Cct",Norwest,New South Wales,AU,https://www.drnicholascocco.com/,+61 2 5849 6661,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Nicholas%20Cocco%20-%20Bella%20Vista&query_place_id=ChIJEWNWbsmhEmsRBkyIaLZBqx0
Dr. Chris Nahm,5,14,"Norwest GI, Q Central Building, Suite 302/10 Norbrik Dr",Bella Vista,New South Wales,AU,http://drchrisnahm.com.au/,+61 2 9899 7322,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr.%20Chris%20Nahm&query_place_id=ChIJj1tSAIOZEmsRgU7IxMqRQvU
Sydney Bariatric Clinic,3,2,"Lakeview Private Hospital, 17-19 Solent Cct",Norwest,NSW,AU,http://www.sydneybariatricclinic.com/,+61 2 9687 7019,Private hospital,https://www.google.com/maps/search/?api=1&query=Sydney%20Bariatric%20Clinic&query_place_id=ChIJO3zjrdqhEmsRJTR0dleitAM
GWS Surgery | Dr Sebastian Kwon | Penrith,5,26,"Suite 317, 1/9 Barber Ave",Kingswood,New South Wales,AU,https://gwssurgery.com.au/,+61 1800 001 497,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=GWS%20Surgery%20%7C%20Dr%20Sebastian%20Kwon%20%7C%20Penrith&query_place_id=ChIJt3NgEouPEmsRobeZguYRokI
Dr. Amira Sanki,5,115,Suite 7 Level 5/15 Kensington St,Kogarah,New South Wales,AU,http://www.southernaesthetic.com.au/,+61 2 9588 2494,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Dr.%20Amira%20Sanki&query_place_id=ChIJ4RU2FOS5EmsRXYpspl89mPo
Healthy Weight Australia - NSW,4.2,17,G11/2-4 Aberdour Ave,Rouse Hill,New South Wales,AU,http://healthyweightaustralia.com.au/,+61 478 088 669,Weight loss service,https://www.google.com/maps/search/?api=1&query=Healthy%20Weight%20Australia%20-%20NSW&query_place_id=ChIJAQDQLq6fEmsRnYUlI710keo
A/Prof Carolyn Jameson,5,1,318 High St,Penrith,New South Wales,AU,,,Surgeon,https://www.google.com/maps/search/?api=1&query=A%2FProf%20Carolyn%20Jameson&query_place_id=ChIJs6Z_douFEmsRYXztYbcX2ls
Obesity Clinic,,0,"Cnr Great Western Hwy &, Mamre Rd",St Marys,NSW,AU,,+61 2 9623 4027,Surgical center,https://www.google.com/maps/search/?api=1&query=Obesity%20Clinic&query_place_id=ChIJxy0KdSKbEmsRjse5-brSF94
Dr. Khalid Ahmed,,0,"20, Suite 8/24 Castlereagh St",Penrith,NSW,AU,http://dr-khalidahmed.online/,+61 2 9199 8040,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Dr.%20Khalid%20Ahmed&query_place_id=ChIJD1TwMnaFEmsRm4joBipLyvU
Pittwater Day Surgery,4.8,128,202/20 Bungan St,Mona Vale,New South Wales,AU,http://www.pittwaterdaysurgery.com.au/,+61 2 9979 3888,Surgical center,https://www.google.com/maps/search/?api=1&query=Pittwater%20Day%20Surgery&query_place_id=ChIJS3vdkJdUDWsRuGmyNeTvmjw
A/Prof Carolyn Jameson,5,6,"Suite 201, Level 2, Westmead Private Hospital",Westmead,NSW,AU,https://ghka.xyz/business/aprof-carolyn-jameson-xerk9k,,Surgeon,https://www.google.com/maps/search/?api=1&query=A%2FProf%20Carolyn%20Jameson&query_place_id=ChIJwQ8o3u2iEmsRV8pI6q3k-X8
Life,5,6,Suite 2 Level 4/171 Bigge St,Liverpool,New South Wales,AU,,,Specialized clinic,https://www.google.com/maps/search/?api=1&query=Life&query_place_id=ChIJf9DpHb-VEmsRBvdNMvJgDJM
Dr Devesh Kaushal,5,41,"Suite 6, Level 2/171 Bigge St",Liverpool,New South Wales,AU,https://drdeveshkaushal.com.au/,+61 2 7906 8312,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Devesh%20Kaushal&query_place_id=ChIJoVVW0jqVEmsRXiCNgY5eosQ
Greencross Vets Winmalee,4.6,119,14 White Cross Rd,Winmalee,New South Wales,AU,https://www.greencrossvets.com.au/vets/winmalee/?utm_source=google&utm_medium=organic&utm_campaign=local_seo&utm_term=winmalee,+61 2 4754 4333,Veterinarian,https://www.google.com/maps/search/?api=1&query=Greencross%20Vets%20Winmalee&query_place_id=ChIJFVKh9j6HEmsRzlnSaTzE3fI
A/Prof. Christos Apostolou - Surgeon,4.9,79,"Suite 220, Level 2, Clark Tower/185 Fox Valley Rd",Wahroonga,NSW,AU,http://www.christosapostolou.com.au/,+61 2 9480 4250,Surgeon,https://www.google.com/maps/search/?api=1&query=A%2FProf.%20Christos%20Apostolou%20-%20Surgeon&query_place_id=ChIJc4Gz_q6nEmsRrW3yx_wiqzU
Dr Fadil Khaleal,5,13,123 Chetwynd Rd,Guildford,New South Wales,AU,,+61 2 9199 8040,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Fadil%20Khaleal&query_place_id=ChIJReL8limWEmsR2riBjKizkOk
Dr Nicholas Cocco,,0,"within Brain and Spine Centre Westmead Private Hospital Corner Darcy and, Suite 19 Mons Rd",Westmead,New South Wales,AU,https://www.drnicholascocco.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=9979462947372617426,+61 2 5849 6661,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Nicholas%20Cocco&query_place_id=ChIJ30Rq4X6jEmsR0kndIgeDHvY
Dr Govind Krishna | Weight Loss & General Surgeon,4.3,6,40 Bigge St,Liverpool,New South Wales,AU,https://drgovindkrishna.com.au/,+61 2 9723 0509,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Govind%20Krishna%20%7C%20Weight%20Loss%20%26%20General%20Surgeon&query_place_id=ChIJh6OjUMCVEmsRYghZtp_tKEg
Blue Mountains District ANZAC Memorial Hospital,3.6,185,1 Woodlands Rd,Katoomba,New South Wales,AU,http://www.nbmlhd.health.nsw.gov.au/blue-mountains-hospital,+61 2 4784 6500,General hospital,https://www.google.com/maps/search/?api=1&query=Blue%20Mountains%20District%20ANZAC%20Memorial%20Hospital&query_place_id=ChIJbShYVoluEmsRlXSFiEQLKRM
Dr John Ozmen | General & Upper-GI Surgeon,,0,"Sydney South West Private Hospital Suite 9, Level 4, 24-40 Bigge St",Liverpool,NSW,AU,https://drozmen.com.au/,+61 2 8039 4548,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20John%20Ozmen%20%7C%20General%20%26%20Upper-GI%20Surgeon&query_place_id=ChIJ84gpBviVEmsRco3KRUek_eg
Northern Bariatrics,,0,"Suite 16, Level 7/105 Frenchs Forest Rd W",Frenchs Forest,New South Wales,AU,https://northernbariatrics.com.au/,+61 2 9098 6996,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Northern%20Bariatrics&query_place_id=ChIJE225xfepEmsRc2hfDFGF6VY
Life Weight Loss Centre,5,1,5 William St,Fairfield,New South Wales,AU,https://www.lifeweightloss.com.au/?utm_medium=organic&utm_source=local&utm_campaign=gmb&utm_content=website,,Weight loss service,https://www.google.com/maps/search/?api=1&query=Life%20Weight%20Loss%20Centre&query_place_id=ChIJkWaVHL-VEmsRQ55Bj38WRpI
Dr. Khalid Ahmed,5,4,Shop 3/66 Dublin St,Smithfield,New South Wales,AU,http://dr-khalidahmed.online/,+61 2 8104 1333,Weight loss service,https://www.google.com/maps/search/?api=1&query=Dr.%20Khalid%20Ahmed&query_place_id=ChIJA54XjaeXEmsR0LEnWYcYSAA
Norwest GI,5,2,10 Norbrik Dr,Bella Vista,New South Wales,AU,http://norwestgi.com.au/contact-us/latest-news/,+61 2 9899 7322,Surgeon,https://www.google.com/maps/search/?api=1&query=Norwest%20GI&query_place_id=ChIJ__8_jaqYEmsRVaj8bmBs_Dk
Dr Amitabha Das,4.4,69,304/13-15 Moore St,Liverpool,New South Wales,AU,https://www.reshapeweightloss.com.au/,+61 2 9601 4000,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Amitabha%20Das&query_place_id=ChIJoxcI6r6VEmsRmjhuuyw8Lcs
Dr James Gallagher,5,2,Suite 314/100 Carillon Ave (level 3 RPAH Medical Centre),Newtown,NSW,AU,https://oyri.xyz/business/dr-james-gallagher-t8hx8q,+61 2 9565 5059,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20James%20Gallagher&query_place_id=ChIJJwF0oi2wEmsROQsfp6zkOnA
Cosmos Clinic - Sydney Liposuction & BBL,4.5,304,10 Henrietta St,Double Bay,New South Wales,AU,https://www.cosmosclinic.com.au/?utm_source=google&utm_medium=organic&utm_campaign=maps,+61 1300 138 797,Doctor,https://www.google.com/maps/search/?api=1&query=Cosmos%20Clinic%20-%20Sydney%20Liposuction%20%26%20BBL&query_place_id=ChIJtRYJQeetEmsRFWuRdqEBB2M
Professor Gregory Falk - Lindfield General Surgery / Sydney Heartburn Clinic,5,20,29/12-18 Tryon Rd,Lindfield,New South Wales,AU,https://www.gregoryfalk.com.au/,+61 2 9745 1099,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Professor%20Gregory%20Falk%20-%20Lindfield%20General%20Surgery%20%2F%20Sydney%20Heartburn%20Clinic&query_place_id=ChIJm8YimemoEmsRCmujIT2HN24
Sydney Plastic Surgeon - Dr Ellis Choy,4.9,475,Suite 2B Level 2/115 Sailors Bay Rd,Northbridge,New South Wales,AU,https://drellischoy.com.au/,+61 2 8962 9388,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Sydney%20Plastic%20Surgeon%20-%20Dr%20Ellis%20Choy&query_place_id=ChIJ43PPZcquEmsReiK4bABKnqY
Macquarie GI,4.2,66,404/2 Technology Pl,Macquarie Park,New South Wales,AU,http://www.macquariegi.com/,+61 2 9812 3880,Medical clinic,https://www.google.com/maps/search/?api=1&query=Macquarie%20GI&query_place_id=ChIJhyRLXxUcCakRQ-1RdWNvgHo
Dr Jason Maani Gallbladder Surgery,5,6,"Level 3, Suite 3.02, 24/40 Bigge St",Liverpool,New South Wales,AU,https://www.drjasonmaani.com.au/gallbladder-surgery,+61 1300 849 118,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Jason%20Maani%20Gallbladder%20Surgery&query_place_id=ChIJc8c7fu6VEmsR_k80OcBuL0Y
Sydney Bariatric Clinic,4.6,51,,,,,,(02) 9687 7019,Bariatric surgeon,"https://www.google.com/maps/place/Sydney Bariatric Clinic/@-33.802004,150.982967,14z/data=!3m1!4b1!4m9!3m8!5m2!4m1!1i2!8m2!3d-33.802004!4d150.982967!16snull!17Bnull"
Sydney Gut Clinic,4.5,60,Suite 1 Level 4/15 Bowden St,Alexandria,New South Wales,AU,http://sydneygutclinic.com/,+61 2 9131 2111,Gastroenterologist,https://www.google.com/maps/search/?api=1&query=Sydney%20Gut%20Clinic&query_place_id=ChIJq6rGSMixEmsRLJtB96S-bQQ
Dr Sepehr Lajevardi | Specialist Plastic Surgeon,4.9,93,209/2 Pembroke St,Epping,New South Wales,AU,http://www.drlajevardi.com/,+61 2 9868 5155,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Sepehr%20Lajevardi%20%7C%20Specialist%20Plastic%20Surgeon&query_place_id=ChIJ69GAvVSvEmsRNNA-PShb-0M
Dr Michael Yunaev,3,2,20 Roslyn St,Potts Point,New South Wales,AU,https://ghka.xyz/business/dr-michael-yunaev-aqblsg,,Surgical center,https://www.google.com/maps/search/?api=1&query=Dr%20Michael%20Yunaev&query_place_id=ChIJvdb0OhavEmsRYYD-R-xAPrg
Integrated Specialist Healthcare,3.8,18,1/531 – 533 Kingsway,Miranda,New South Wales,AU,https://ishc.org.au/,+61 2 9525 2340,Specialized clinic,https://www.google.com/maps/search/?api=1&query=Integrated%20Specialist%20Healthcare&query_place_id=ChIJaYcxDYXHEmsRGWcS7Lve2Qw
Bondi Junction Medical Practice,3.8,114,231 Oxford St,Bondi Junction,New South Wales,AU,https://qualitashealth.com.au/our-practices/bondi-junction-medical-practice/,+61 2 9389 9699,Medical Center,https://www.google.com/maps/search/?api=1&query=Bondi%20Junction%20Medical%20Practice&query_place_id=ChIJs9fqnPGtEmsRZ6pJnrpY57Y
Prof. Charbel Sandroussi - Innerwest UGIT Surgery,4.9,66,"Suite 1 Missenden Medical Centre, 54-60 Briggs St",Camperdown,NSW,AU,https://drcharbelsandroussi.com/,+61 2 9565 1375,Surgeon,https://www.google.com/maps/search/?api=1&query=Prof.%20Charbel%20Sandroussi%20-%20Innerwest%20UGIT%20Surgery&query_place_id=ChIJX7AluC6wEmsRs2bMN4xlrBA
Dr David Samra,5,34,Suite 320/5 Lime St,Barangaroo,New South Wales,AU,http://www.drdavidsamra.com.au/,+61 2 8540 8019,Sports medicine physician,https://www.google.com/maps/search/?api=1&query=Dr%20David%20Samra&query_place_id=ChIJhxdVBXWvEmsRH9Sy9XQBzuI
Longevity Exercise Physiology and Personal Training - Edgecliff,5,209,"Lower, Ground Floor, 287/289 New South Head Rd",Edgecliff,NSW,AU,http://www.longevitypt.com.au/,+61 1300 964 002,Sports medicine clinic,https://www.google.com/maps/search/?api=1&query=Longevity%20Exercise%20Physiology%20and%20Personal%20Training%20-%20Edgecliff&query_place_id=ChIJd29wI-GtEmsRYex9PDD8Ous
Sydney Spine Institute,4.4,14,Suite 107/3 Railway Parade,Burwood,New South Wales,AU,http://www.sydneyspineinstitute.com.au/,+61 2 9715 5007,Neurosurgeon,https://www.google.com/maps/search/?api=1&query=Sydney%20Spine%20Institute&query_place_id=ChIJMYez9du6EmsRrWq8U54bG3E
Dr Suhirdan Vivekanandarajah,5,13,Suite 601/438 Victoria St,Darlinghurst,New South Wales,AU,http://sydneygastroenterologist.com.au/,+61 2 8382 6622,Gastroenterologist,https://www.google.com/maps/search/?api=1&query=Dr%20Suhirdan%20Vivekanandarajah&query_place_id=ChIJG6ZBaRCuEmsR9V81Ke2TZmY
Dr Scott J Turner - Plastic Surgeon Bondi Junction,4.8,71,39 Grosvenor St,Woollahra,New South Wales,AU,http://drturner.com.au/,+61 1300 437 758,Plastic surgery clinic,https://www.google.com/maps/search/?api=1&query=Dr%20Scott%20J%20Turner%20-%20Plastic%20Surgeon%20Bondi%20Junction&query_place_id=ChIJszgkvdGtEmsR2Ypn3erAPIY
Dr Robert Drielsma,5,36,"Suite 1805, Office Tower One/520 Oxford St",Bondi Junction,New South Wales,AU,https://drdrielsma.com.au/,+61 1800 180 777,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Robert%20Drielsma&query_place_id=ChIJH2MVdvGtEmsRGUthADQ2dmk
St Vincent's Clinic - Neurology,4.3,12,438 Victoria St,Darlinghurst,New South Wales,AU,https://www.stvincentsclinic.com.au/find-a-doctor/specialties/neurology,+61 2 8382 6222,Specialized clinic,https://www.google.com/maps/search/?api=1&query=St%20Vincent's%20Clinic%20-%20Neurology&query_place_id=ChIJdyLubhCuEmsRBDDt8tzq2m0
Dr Rohan Gett,4.5,15,438 Victoria St,Darlinghurst,New South Wales,AU,https://www.sydneycolorectalsurgery.com.au/,+61 2 8382 6675,Doctor,https://www.google.com/maps/search/?api=1&query=Dr%20Rohan%20Gett&query_place_id=ChIJv8XLfBCuEmsR4VBiGYFOccY
Breast & Body Clinic - Dr Michael Yunaev - Potts Point,5,59,20 Roslyn St,Potts Point,New South Wales,AU,https://www.bbclinic.com.au/,+61 2 9819 7449,Surgeon,https://www.google.com/maps/search/?api=1&query=Breast%20%26%20Body%20Clinic%20-%20Dr%20Michael%20Yunaev%20-%20Potts%20Point&query_place_id=ChIJocUl6gyuEmsRRlnWRZejzEw
The Skin Hospital,4.5,475,121 Crown St,Darlinghurst,New South Wales,AU,http://skinhospital.edu.au/,+61 2 8651 2000,Dermatologist,https://www.google.com/maps/search/?api=1&query=The%20Skin%20Hospital&query_place_id=ChIJq68XcWSvEmsRBlHzEfgmwMg
Peninsula Respiratory Group,4.9,277,"Building 1, level 2/49 Frenchs Forest Rd E",Frenchs Forest,New South Wales,AU,http://www.peninsularespiratory.com/,+61 2 9975 4911,Doctor,https://www.google.com/maps/search/?api=1&query=Peninsula%20Respiratory%20Group&query_place_id=ChIJkd8QJhmqEmsRLX-ahcJYUM0
Dr Saras & Co,4.3,3,318 New South Head Rd,Double Bay,New South Wales,AU,https://drsarasandco.com.au/?utm_source=google&utm_medium=organic&utm_id=gmb-double-bay,+61 2 9692 9929,Skin care clinic,https://www.google.com/maps/search/?api=1&query=Dr%20Saras%20%26%20Co&query_place_id=ChIJUZnydOetEmsRgtrofzOX9S8
Dr Sameer Mihrshahi,5,6,404/2 Technology Pl,Macquarie Park,New South Wales,AU,http://www.drsammihrshahi.com/,+61 2 9812 3880,Doctor,https://www.google.com/maps/search/?api=1&query=Dr%20Sameer%20Mihrshahi&query_place_id=ChIJpWHopRKmEmsR0dScp1WObgw
Skinnotion Laser Vein Cosmetic Surgery,4.8,33,"Ground Floor Shop, 168 Goulburn St",Surry Hills,NSW,AU,https://www.skinnotion.com.au/,+61 2 8999 3318,Surgeon,https://www.google.com/maps/search/?api=1&query=Skinnotion%20Laser%20Vein%20Cosmetic%20Surgery&query_place_id=ChIJ8XEQGHSvEmsRJapJ-NB7dug
Dr Stuart Pincott,,0,"Suite 511 The San Clinic, 185 Fox Valley Rd",Wahroonga,NSW,AU,http://www.nbcr.com.au/,+61 2 9972 9277,Proctologist,https://www.google.com/maps/search/?api=1&query=Dr%20Stuart%20Pincott&query_place_id=ChIJvUaZ46unEmsRRzua53uRczM
Northern Beaches Upper Gastrointestinal Surgery,4.2,5,"Northern Beaches Hospital, Suite 16, Level 7/105 Frenchs Forest Rd W",Frenchs Forest,NSW,AU,https://www.nbugi.com.au/,+61 2 9098 6996,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Northern%20Beaches%20Upper%20Gastrointestinal%20Surgery&query_place_id=ChIJq85GXMSrEmsR-rJ1YJXcG4U
